PCI,Road Type,AADT,Asphalt Type,Last Maintenance,Average Rainfall,Rutting,IRI
0,Tertiary,2739,Concrete,2008,67.06,18.16,0.72
81.5,Secondary,12256,Concrete,2018,43.08,17.55,0.98
38.53,Secondary,13894,Asphalt,2017,91.94,20.03,1.01
92.69,Primary,17047,Concrete,2021,67.15,16.06,0.93
38.28,Tertiary,3113,Concrete,2003,92.84,19.49,1.24
75.37,Primary,7280,Concrete,2018,42.14,13.83,0.4
73.84,Tertiary,2302,Concrete,2023,44.87,12.41,1.01
71.54,Secondary,24156,Concrete,2023,58.25,12.78,0.85
54.25,Tertiary,2751,Asphalt,2020,81.86,16.81,0.91
34.31,Tertiary,2739,Asphalt,2016,73.35,19.39,0.75
28.45,Primary,32638,Asphalt,2019,64.35,18.62,0.86
24.54,Secondary,6860,Asphalt,2017,79.99,18.79,0.75
21.58,Tertiary,2915,Asphalt,2020,86.02,19.22,0.99
78.53,Tertiary,1742,Concrete,2020,52.25,11.95,0.62
31.99,Tertiary,2834,Asphalt,2013,83.94,18.83,0.92
0.25,Tertiary,535,Asphalt,2019,69.03,20.32,0.92
61.51,Secondary,4368,Concrete,2019,52.73,15.52,0.96
73.43,Primary,28098,Concrete,2020,44.89,15.36,0.53
25.77,Secondary,13830,Asphalt,2019,85.48,19.73,0.97
100,Tertiary,2544,Concrete,2019,45.77,14.28,1.09
58.82,Tertiary,2397,Asphalt,2018,72.65,17.95,0.99
20.77,Tertiary,4057,Asphalt,2018,70.54,18.62,0.56
100,Secondary,6769,Concrete,2022,69.35,16.45,0.75
13.92,Secondary,11418,Concrete,2008,72.49,19.45,1.02
43.27,Primary,48765,Asphalt,2019,69.44,18.89,1.03
100,Secondary,12858,Asphalt,2024,43.95,15.2,0.46
70.8,Secondary,7751,Concrete,2016,52.16,12.29,0.59
79.56,Tertiary,1102,Concrete,2017,63.75,13.85,0.59
50.01,Tertiary,2012,Concrete,2015,72.96,18.33,1.13
32.61,Primary,31307,Asphalt,2016,77.03,19.22,0.61
28.24,Secondary,9591,Concrete,2007,70.9,20.45,1.1
84.18,Primary,81972,Concrete,2020,65.19,18.07,0.84
67.26,Secondary,11347,Concrete,2020,44.6,13.87,0.74
44.21,Secondary,12859,Asphalt,2016,87.59,19.92,0.89
44.05,Primary,22636,Asphalt,2012,77.28,18.67,1.27
43.91,Tertiary,4616,Asphalt,2020,65.78,19.88,1.02
55.06,Primary,7560,Concrete,2018,57.87,13.7,0.56
25.91,Tertiary,3473,Asphalt,2013,79.83,18.61,1.33
75.77,Tertiary,2986,Concrete,2020,42.48,11.49,0.7
47.93,Secondary,17987,Asphalt,2018,92.99,17.55,0.65
87.15,Primary,30315,Concrete,2018,47.39,15.86,1.18
64.14,Tertiary,1028,Concrete,2021,49.21,13.11,0.56
81.43,Tertiary,3666,Concrete,2022,51.64,13.8,0.85
60.03,Tertiary,651,Concrete,2020,39.14,12.6,0.55
100,Tertiary,2479,Concrete,2020,39.64,13.77,0.47
81.08,Primary,29481,Asphalt,2024,67.15,15.5,0.93
85.07,Tertiary,2933,Concrete,2015,35.41,13.51,0.81
33.86,Secondary,15031,Asphalt,2017,89.39,18.35,0.89
74.24,Primary,31017,Asphalt,2025,55.41,13.11,0.91
31.04,Primary,34140,Asphalt,2019,84.46,18.83,1.29
10.15,Tertiary,3505,Asphalt,2017,90.42,18.07,1.12
63.4,Primary,19826,Asphalt,2025,42.83,11.48,0.35
77.56,Tertiary,1066,Asphalt,2024,57.94,14.96,0.6
100,Primary,33720,Concrete,2019,54.97,15.57,0.81
81.92,Tertiary,1086,Concrete,2024,53.5,14.63,0.91
28,Tertiary,3161,Asphalt,2018,92.62,18.16,0.97
98.51,Secondary,28353,Concrete,2019,28.1,13.55,0.48
52.89,Tertiary,1959,Concrete,2006,80.86,19.24,1.06
30.48,Tertiary,2901,Concrete,2009,69.16,18.56,1.18
90.83,Tertiary,1697,Concrete,2019,41.82,11.71,0.67
74.88,Secondary,965,Concrete,2021,51.5,16.73,0.75
71.92,Tertiary,5344,Asphalt,2019,81.59,18.27,1.16
38.02,Secondary,19533,Asphalt,2020,83.53,20.23,1.23
44.35,Secondary,17369,Asphalt,2020,83.41,19.95,1.27
59.53,Tertiary,867,Concrete,2018,45.67,13.32,0.64
34.39,Primary,67308,Asphalt,2018,73.75,18.92,0.97
96.85,Secondary,5838,Concrete,2019,31.79,14.65,0.71
81.07,Tertiary,3174,Concrete,2019,49.9,13.13,0.28
23.98,Tertiary,3163,Asphalt,2017,83.81,20.5,1.08
100,Primary,30771,Concrete,2021,40.6,13.74,0.76
82.84,Tertiary,5951,Concrete,2019,61.53,14.51,0.94
49.78,Tertiary,4399,Asphalt,2018,68.4,18.7,0.99
18.29,Primary,30942,Asphalt,2017,81.56,19.19,0.95
76.76,Tertiary,-280,Concrete,2018,58.18,14.8,0.73
62.54,Tertiary,2212,Concrete,2019,60.29,14.86,0.51
58.42,Tertiary,2292,Asphalt,2017,68.89,18.1,1.37
2.06,Tertiary,2980,Asphalt,2017,78.74,17.42,0.97
63.61,Secondary,12700,Concrete,2020,73.81,15.57,0.82
92.79,Primary,29639,Concrete,2022,37.11,15.29,1.33
78.59,Tertiary,3232,Concrete,2020,58.07,15.79,0.76
44.46,Tertiary,4994,Concrete,2011,77.89,19.78,1.1
85.63,Primary,6747,Concrete,2020,48.65,12.38,0.52
9.09,Tertiary,2868,Asphalt,2017,80.82,17.97,1.02
63.59,Primary,21509,Concrete,2015,53.23,14.69,0.78
81.69,Secondary,1405,Concrete,2020,34.77,14.39,0.9
35.9,Primary,26530,Concrete,2013,79.77,20.01,0.91
5.76,Tertiary,5717,Asphalt,2017,101.13,19.02,1.38
21.54,Tertiary,6313,Asphalt,2020,81.12,17.92,1.03
58.2,Primary,82671,Asphalt,2019,64.79,17.89,0.82
21.87,Tertiary,3661,Asphalt,2020,82.85,21.29,0.83
77.22,Secondary,11862,Concrete,2020,54.06,13.03,1.04
87.34,Primary,51577,Asphalt,2024,77.63,16.82,0.91
78.07,Tertiary,1042,Asphalt,2023,41.29,14.33,0.72
79.06,Tertiary,5269,Concrete,2022,45.01,12.26,0.57
12.1,Tertiary,2413,Asphalt,2020,58.09,20.02,1.22
57.62,Secondary,20921,Concrete,2021,30.76,13.4,0.84
17.42,Tertiary,3847,Asphalt,1995,84.89,17.57,1.45
42.14,Primary,60075,Asphalt,2017,91.69,19.42,0.81
59.95,Primary,30033,Concrete,2018,50.21,15.74,0.81
94.47,Primary,21297,Concrete,2018,42.13,10.57,1.12
20.47,Tertiary,6180,Asphalt,2018,95.93,19.56,0.78
66.51,Tertiary,1186,Concrete,2020,55.98,15.34,0.91
59.38,Secondary,11458,Concrete,2022,50.65,14.39,0.72
21.42,Primary,38427,Asphalt,2002,85.91,17.55,0.72
8.86,Tertiary,4211,Asphalt,2020,85.24,18.64,1.38
87.49,Tertiary,1540,Concrete,2018,52.66,14.4,1.05
55.81,Tertiary,964,Asphalt,2025,55.46,13.82,0.51
17.74,Tertiary,1777,Asphalt,2019,73.7,19.22,0.96
94.66,Secondary,7179,Concrete,2021,55.24,13.1,0.74
62.6,Secondary,4564,Asphalt,2023,30.73,10.49,0.88
30.7,Tertiary,3546,Asphalt,2013,78.33,18.15,0.79
94.4,Primary,22876,Concrete,2024,38.78,12.14,0.7
72.5,Primary,28672,Concrete,2021,55.37,15.01,0.72
100,Primary,16164,Concrete,2020,58.02,16.12,0.87
57.74,Secondary,6455,Concrete,2022,75.57,15.1,0.87
57.47,Tertiary,1168,Asphalt,2024,59.95,15.64,0.96
25.01,Tertiary,3526,Asphalt,2020,74.17,20,0.6
38.19,Tertiary,1864,Asphalt,2019,75.52,17.69,1.16
93.68,Tertiary,874,Asphalt,2025,59.08,16.45,0.93
78.31,Secondary,14869,Concrete,2017,62.05,13.65,0.5
100,Tertiary,1692,Asphalt,2024,47.73,12.49,0.66
25.11,Primary,92434,Asphalt,2020,86.53,19.93,1.08
29.29,Secondary,12351,Asphalt,2016,70.74,19.02,1.03
87.53,Secondary,12496,Concrete,2018,56.39,16.37,0.69
79.1,Tertiary,1909,Concrete,2018,55.84,12.82,0.58
33.68,Secondary,9557,Concrete,2010,92.1,20.51,0.76
90.53,Primary,28901,Concrete,2019,48.03,15.09,0.8
97.02,Secondary,13534,Concrete,2019,46.15,14.77,0.26
18.96,Primary,17028,Asphalt,2020,67.99,19.5,0.63
100,Tertiary,1758,Concrete,2019,63.02,14.88,0.76
9.74,Tertiary,2329,Concrete,2006,76.64,19.22,0.94
85.29,Primary,21481,Concrete,2019,60.99,15.21,0.65
20.73,Tertiary,4577,Concrete,2008,93.03,20.31,1.08
69.21,Secondary,11951,Concrete,2021,51.02,13.48,0.85
80.95,Primary,21781,Concrete,2020,33.9,14.65,0.78
73.02,Primary,34765,Concrete,2017,35.24,14.01,1.1
42.41,Secondary,19337,Asphalt,2015,72.66,19.32,1.04
71.68,Secondary,4109,Concrete,2021,55.02,12.62,0.57
60.8,Tertiary,1746,Asphalt,2024,53.85,13.07,0.23
26.56,Primary,59409,Concrete,2011,82.41,19.6,1.2
33.32,Tertiary,1455,Asphalt,2020,73.71,18.82,0.77
17.77,Primary,40100,Asphalt,2016,79.64,19.82,1.06
65.87,Secondary,1720,Concrete,2025,48.74,13.57,0.75
39.72,Tertiary,5293,Concrete,2010,64.09,19.2,0.81
0,Secondary,20806,Asphalt,2017,59.42,20.09,1.23
55.46,Secondary,7511,Concrete,2025,40.24,11.41,0.79
61.89,Secondary,8046,Concrete,2020,51.33,14.25,0.8
12.03,Tertiary,2675,Concrete,2001,92.41,17.65,0.71
1.45,Tertiary,2799,Asphalt,2019,92.41,21.13,0.95
12.58,Tertiary,1982,Asphalt,2020,90.63,20.66,0.96
54.11,Tertiary,6385,Asphalt,2017,83.17,17.66,0.81
93.71,Primary,37550,Asphalt,2025,32.22,14.95,0.94
14.73,Secondary,21832,Asphalt,2019,76.66,18.57,0.62
6.27,Secondary,24554,Asphalt,2018,80.33,19.93,0.91
85.8,Tertiary,2306,Asphalt,2025,49.36,15.63,0.99
100,Tertiary,804,Concrete,2020,47.23,15.27,0.37
33.13,Tertiary,693,Asphalt,2019,77.99,18.84,1.02
84.9,Secondary,11740,Concrete,2023,31.54,12.42,0.52
75.82,Secondary,9016,Concrete,2019,57.42,12.94,0.94
82.69,Primary,19186,Concrete,2022,64.32,13.17,0.79
0,Tertiary,2297,Asphalt,2018,85.72,21.08,1.2
100,Secondary,8348,Concrete,2017,54.13,15.81,0.66
100,Tertiary,2339,Concrete,2024,32.14,11.78,0.5
80.75,Secondary,5274,Concrete,2019,56.8,15.7,1.1
33.66,Secondary,20709,Concrete,2013,62.63,20.1,0.87
22.48,Tertiary,3000,Asphalt,2020,103.44,18.27,1.07
40.78,Primary,26933,Asphalt,2016,84.49,18.88,0.97
68.01,Secondary,21817,Concrete,2009,81.86,20.9,0.93
21.4,Tertiary,3419,Asphalt,2017,94.93,20.39,1.13
69.98,Primary,47051,Concrete,2018,64.68,15.2,0.91
27.09,Secondary,7194,Asphalt,2020,72.63,17.97,0.82
36.02,Tertiary,3974,Asphalt,2015,66.28,19.28,0.97
14.94,Tertiary,1789,Asphalt,2019,71.06,21.14,1.07
72.73,Primary,21116,Asphalt,2024,53.77,16.07,0.5
78.78,Secondary,1493,Concrete,2021,48.88,13.96,0.63
19.58,Tertiary,1050,Concrete,2000,84.34,19.6,0.87
65.77,Tertiary,2174,Asphalt,2024,48.24,13.63,0.54
46.66,Secondary,12310,Asphalt,2017,86.2,19.42,0.46
0,Primary,46610,Asphalt,2007,87.49,19.96,0.85
40.74,Tertiary,1895,Asphalt,2016,74.78,18.14,0.74
88.67,Secondary,9864,Asphalt,2025,41.09,11.54,0.54
87.37,Primary,26273,Asphalt,2024,61.73,13.8,0.67
32.19,Tertiary,3060,Asphalt,2019,76.03,17.62,0.69
32.17,Secondary,12596,Asphalt,2011,98.01,19.41,1.2
69.59,Secondary,18109,Asphalt,2024,40.46,13.03,0.86
89,Tertiary,2148,Asphalt,2024,45.73,12.74,0.5
78.93,Secondary,10123,Concrete,2021,34.9,13.18,0.55
40.7,Tertiary,3112,Asphalt,2012,96.38,21.6,1.04
86.87,Primary,29188,Concrete,2023,49.65,14.28,0.83
71.46,Tertiary,1633,Concrete,2019,44.7,13.42,0.81
51.21,Secondary,9823,Concrete,2023,60.06,16,0.83
100,Primary,39064,Concrete,2018,31.5,12.91,0.46
14.33,Primary,25337,Concrete,2007,69.94,18.17,0.93
49.99,Tertiary,2241,Asphalt,2020,82.26,16.61,0.91
32.73,Tertiary,2464,Concrete,2011,78.28,20.71,0.76
100,Secondary,12005,Concrete,2022,38.86,11.93,0.96
31.99,Tertiary,1753,Concrete,2006,83.7,19.04,0.79
14.72,Secondary,5517,Asphalt,2019,80.7,19.74,0.69
77.13,Tertiary,1634,Concrete,2019,71.41,16.15,0.71
10.58,Tertiary,2344,Asphalt,2017,66.14,15.8,0.97
80.79,Secondary,11747,Concrete,2019,40.54,15.29,0.79
66.19,Primary,28328,Concrete,2018,42.07,16.65,0.59
13.17,Tertiary,3039,Asphalt,2019,63.07,18.94,1.08
45.02,Tertiary,6222,Concrete,2015,63.49,16.4,0.7
31.88,Tertiary,2407,Concrete,2010,76.39,20.75,0.94
50.55,Secondary,6830,Asphalt,2025,37.73,10.8,0.45
40.11,Tertiary,2368,Concrete,2007,88.98,20.09,1.1
100,Primary,20527,Concrete,2017,41.96,14.76,0.7
31.47,Tertiary,3034,Asphalt,2020,76.91,18.62,0.93
20.35,Primary,35367,Asphalt,2020,81.56,19.63,1.51
64.2,Tertiary,2234,Asphalt,2024,62.41,14.48,0.69
9.69,Secondary,19251,Asphalt,2019,60.42,19.59,1.08
55.2,Tertiary,2641,Asphalt,2019,83.38,17.76,0.85
65.83,Primary,18466,Concrete,2019,57.79,13.16,0.77
83.54,Tertiary,1580,Concrete,2022,63.82,16.37,0.83
10.43,Secondary,21939,Asphalt,2008,82.33,20.49,0.83
60.08,Secondary,21129,Concrete,2016,35.31,12.95,0.97
81.86,Primary,30223,Concrete,2022,49.31,14.81,0.84
47.12,Secondary,18767,Asphalt,2020,82.79,20.32,1.05
88.59,Primary,40702,Asphalt,2023,48.86,14.22,0.99
82.31,Secondary,14829,Asphalt,2024,40.94,12.37,0.91
56.85,Secondary,10276,Asphalt,2020,74.38,19.98,0.85
31.09,Tertiary,2179,Asphalt,2000,72.04,17.94,0.86
20.4,Primary,29112,Asphalt,2019,76.03,19.33,0.47
84.42,Secondary,5729,Concrete,2025,40.18,12.79,0.93
89.37,Primary,35371,Concrete,2020,52.32,16.07,1.22
40.41,Secondary,16223,Asphalt,2013,68.77,19.38,0.83
94.7,Primary,20066,Concrete,2025,61.12,15.26,0.69
12.3,Tertiary,3745,Asphalt,2020,97.4,19.44,0.69
81.02,Secondary,9035,Concrete,2022,22.21,12.27,0.09
57.03,Primary,29737,Concrete,2018,73.38,14.8,0.97
64.3,Secondary,21540,Concrete,2018,61.13,15.41,0.8
84.52,Tertiary,2082,Asphalt,2024,36.24,12.87,0.69
100,Primary,37160,Asphalt,2025,50.18,14.01,0.96
55.05,Secondary,12672,Asphalt,2014,72.84,19.51,1.02
31.37,Tertiary,3437,Asphalt,2020,84.56,20.15,1.03
29.41,Tertiary,2294,Asphalt,2019,85.23,18.67,0.79
19.58,Tertiary,3641,Asphalt,2020,74.46,18.7,0.69
68.19,Primary,32329,Concrete,2021,42.02,12.76,0.78
91.87,Tertiary,2264,Concrete,2019,64.17,14.73,0.84
64.91,Primary,27224,Asphalt,2024,34.38,13.36,0.83
79.21,Primary,38149,Concrete,2020,54.89,13.78,0.6
59.15,Secondary,7406,Concrete,2024,43.39,15.3,1.07
13.11,Secondary,17921,Asphalt,2020,84.69,19.23,0.75
87.79,Tertiary,1388,Asphalt,2023,50.91,14.86,0.81
68.8,Tertiary,1512,Asphalt,2023,54.55,17.47,1.34
16.13,Tertiary,3416,Concrete,2001,70.37,20.99,0.73
43.61,Tertiary,6097,Concrete,2009,96.47,18.6,1.11
25.51,Tertiary,3934,Concrete,2009,57.01,18.32,1.12
85.48,Secondary,7605,Concrete,2021,72.76,14.83,0.69
76.62,Secondary,14124,Concrete,2019,29.56,14.57,0.47
100,Primary,31644,Concrete,2021,51.13,15.16,0.87
77.77,Secondary,2990,Concrete,2019,60.19,13.41,0.79
32.43,Tertiary,2082,Asphalt,2019,75.67,19.14,1.26
48.73,Tertiary,4010,Asphalt,2018,61.31,17.73,0.71
19.59,Secondary,15222,Asphalt,2020,85.13,19.43,0.74
10.4,Secondary,19261,Asphalt,2020,99.9,19.89,0.96
70.79,Tertiary,637,Asphalt,2023,60.99,13.48,0.9
81.74,Tertiary,1657,Asphalt,2024,58.88,14.21,0.66
54.77,Tertiary,1464,Concrete,2023,62.8,15.51,0.3
0,Tertiary,4844,Asphalt,2019,107.57,20.7,0.69
94.69,Primary,37910,Asphalt,2024,56.65,15.13,0.88
23.88,Tertiary,3035,Asphalt,2015,79.56,17.6,1.17
15.26,Secondary,32402,Asphalt,2016,94.18,20.41,0.88
37.52,Secondary,6720,Asphalt,2014,70.67,20.41,1
31.84,Tertiary,1675,Asphalt,2020,72.79,18.93,1.03
78.54,Secondary,8752,Concrete,2021,56.72,14.74,0.4
97.85,Secondary,6870,Concrete,2021,60.01,14.61,0.82
100,Primary,25067,Concrete,2016,49.14,14.75,0.72
75.98,Tertiary,1504,Concrete,2020,33.19,13.12,0.83
37.95,Primary,43725,Concrete,2017,54.14,15.53,0.8
69.52,Tertiary,775,Concrete,2021,56.16,12.67,0.91
19.02,Tertiary,803,Asphalt,2019,65.89,18.28,1.05
61.99,Secondary,9712,Asphalt,2017,92.94,18.53,0.94
88.22,Tertiary,2720,Concrete,2023,46.94,14.08,0.67
94.93,Primary,17013,Asphalt,2025,43.63,13.4,0.71
41.84,Tertiary,2132,Asphalt,2018,63.41,19.32,1.2
22.4,Secondary,8041,Asphalt,2020,57.97,18.06,0.59
74.96,Tertiary,2681,Concrete,2020,49.1,14.14,0.91
12.46,Primary,23418,Asphalt,2016,66.02,20.14,0.67
16.21,Tertiary,2431,Concrete,2010,78.49,18.79,1
36.41,Secondary,12146,Asphalt,2020,66.92,19,1.27
80.08,Secondary,13004,Concrete,2021,50.24,13.88,0.79
39.17,Tertiary,2443,Asphalt,2019,86.15,20.03,0.87
100,Tertiary,2278,Concrete,2021,54.42,13.95,0.84
92.24,Secondary,3203,Concrete,2020,60.17,14.53,0.78
27.18,Primary,40956,Asphalt,2019,72.9,19,0.5
32.71,Tertiary,4090,Asphalt,2017,67.94,21.64,1.17
100,Primary,27570,Asphalt,2025,39.35,12.96,0.94
43.22,Tertiary,4039,Asphalt,2021,68.25,20.53,0.96
29.14,Tertiary,1293,Asphalt,2018,86.54,18.24,0.84
99.97,Tertiary,91,Concrete,2018,38.05,13.79,0.63
16.83,Tertiary,1876,Asphalt,2020,63.64,19.02,0.71
17.41,Tertiary,2083,Asphalt,2017,87.02,18.66,1.04
32.95,Primary,27099,Asphalt,2019,75.83,20.87,0.66
39.51,Tertiary,3858,Asphalt,2003,66.33,20.03,1.45
57.68,Tertiary,-352,Concrete,2016,53.27,12.95,0.7
24.45,Tertiary,1615,Asphalt,2020,82.6,19.53,0.89
14.75,Tertiary,4265,Asphalt,2019,81.73,18.96,1.01
83.6,Tertiary,3170,Concrete,2019,48.16,15.04,0.55
70.23,Tertiary,1789,Concrete,2018,43.46,10.82,0.86
58.43,Tertiary,4156,Concrete,2019,69.83,14.09,0.49
2,Tertiary,1553,Concrete,2011,85.09,20.37,0.91
48.27,Secondary,8718,Concrete,2010,86.54,19.52,0.93
93.04,Primary,22139,Concrete,2022,59.69,14.4,0.86
16.14,Secondary,19466,Asphalt,2020,76.1,19.74,0.82
48.43,Tertiary,2949,Concrete,1999,89.54,21.08,0.81
39.18,Tertiary,4260,Concrete,2013,71.95,19.08,1.08
24.04,Tertiary,5051,Asphalt,2019,90.35,19.22,0.7
35.94,Secondary,9148,Asphalt,2017,72.44,19.03,1.13
70.59,Primary,43266,Asphalt,2020,96.56,18.3,0.95
76.31,Tertiary,3159,Concrete,2021,50.3,14.94,0.86
41.88,Tertiary,2731,Asphalt,1999,81.93,19.67,0.91
68.94,Tertiary,2755,Concrete,2022,58.16,14.19,0.66
2.84,Tertiary,1805,Asphalt,2018,71.18,18.86,1.19
94.39,Tertiary,1931,Concrete,2018,41.32,12.43,0.7
28.25,Tertiary,5056,Concrete,2010,92,17.35,1.37
36.9,Primary,29183,Asphalt,2012,78.67,19.46,1.22
11.82,Secondary,27328,Asphalt,2019,86.52,18.34,0.69
12.41,Tertiary,2989,Asphalt,2020,75.46,19.02,1.18
97.77,Secondary,7808,Asphalt,2024,59.13,14.47,1.03
77.25,Tertiary,2600,Concrete,2021,35.49,11.12,0.86
95.62,Primary,20290,Concrete,2020,48.4,13.75,0.77
6.45,Tertiary,6741,Asphalt,2020,85.25,19.23,0.98
5.39,Secondary,3519,Asphalt,2016,74.51,18.41,1.22
30.33,Tertiary,1456,Concrete,2006,90.96,18.74,1.07
88.83,Primary,17401,Concrete,2022,63.72,14.04,0.79
100,Tertiary,1811,Asphalt,2024,47.69,12.34,0.34
26.04,Tertiary,1431,Asphalt,2020,75.88,18.53,0.84
65.18,Primary,54181,Asphalt,2018,75.62,17.93,0.85
94.96,Secondary,9822,Concrete,2017,80.41,14.84,0.85
27.04,Tertiary,2833,Asphalt,2020,77.9,20.04,0.76
28.79,Primary,30095,Asphalt,2019,69.91,18.77,1.14
76.17,Tertiary,1280,Concrete,2022,43.42,12.37,0.84
23.7,Tertiary,3737,Asphalt,2017,69.06,20.06,1.15
13.81,Tertiary,2479,Asphalt,2020,70.66,16.82,1.08
87.06,Secondary,8499,Asphalt,2025,65.85,14.38,0.56
61.58,Primary,42402,Concrete,2020,48.66,15.94,1.1
13.89,Tertiary,2070,Concrete,2006,84.29,20.2,0.95
33.84,Tertiary,3399,Asphalt,2016,82.91,19.18,0.67
31.04,Secondary,13900,Asphalt,2019,95.1,19.57,0.91
36.39,Tertiary,5014,Concrete,2011,68.15,20.16,1.37
84.57,Primary,9572,Concrete,2017,64.64,16.18,0.78
22.67,Tertiary,3263,Asphalt,2015,86.93,20.22,0.97
66.07,Secondary,19907,Asphalt,2024,50.59,13.25,0.9
69.35,Secondary,8686,Concrete,2021,35.51,12.65,0.71
19.07,Primary,4534,Concrete,2008,72.38,17.87,0.93
58.57,Tertiary,4546,Concrete,2006,73,18.48,0.81
82.73,Tertiary,2019,Concrete,2021,53.05,14.07,0.61
45.97,Tertiary,4046,Concrete,2005,90.65,20.33,0.96
25.68,Primary,86615,Asphalt,2018,81.64,18.58,0.82
60.3,Primary,19347,Asphalt,2005,73.78,19.65,0.89
11.4,Secondary,13609,Asphalt,2020,93.56,21.44,0.82
78.95,Tertiary,5353,Concrete,2020,28.44,14.32,0.54
27.88,Primary,27900,Concrete,2011,83.38,18.21,0.64
88.55,Secondary,6338,Asphalt,2024,37.67,12.68,0.91
10.19,Secondary,3610,Asphalt,2020,73.76,18.76,0.92
51.13,Tertiary,4746,Asphalt,2020,78.02,19.71,0.72
79.61,Secondary,2344,Concrete,2018,35.66,11.22,0.83
32.17,Tertiary,5332,Asphalt,2017,73.92,19.58,0.62
24.71,Tertiary,1938,Asphalt,2019,66.71,17.41,1.12
62.77,Primary,24139,Concrete,2022,58.28,12.72,0.84
85.43,Tertiary,3056,Asphalt,2025,52.29,14.66,1.04
27.86,Tertiary,1869,Asphalt,2020,73.14,19.51,0.85
93.26,Primary,33989,Concrete,2019,52.63,13.21,0.51
93.21,Primary,25514,Concrete,2020,63.6,14.28,0.77
82.21,Tertiary,704,Asphalt,2024,55.66,15,0.58
84.88,Secondary,5382,Asphalt,2024,37.8,14.37,0.67
60.43,Tertiary,1702,Asphalt,2019,71.26,20.47,1.12
3.37,Tertiary,1216,Asphalt,2018,83.35,19.57,1.09
28.81,Secondary,7959,Concrete,2010,88.9,18.79,0.76
62.69,Primary,23053,Concrete,2020,51.76,15.76,1.05
65.59,Primary,11799,Concrete,2018,38.14,9.22,0.47
87.98,Tertiary,1241,Concrete,2019,32.35,13.05,0.89
71.09,Secondary,11075,Concrete,2020,37.08,12.19,0.62
30.59,Tertiary,3785,Asphalt,2015,78.32,18.41,1.15
27.68,Secondary,12964,Asphalt,2015,75.63,17.93,0.8
25.42,Tertiary,3186,Concrete,2008,79.1,19,0.89
41.61,Tertiary,1077,Concrete,2008,56.96,18.03,0.94
9.84,Tertiary,5374,Asphalt,2020,82.62,19.21,0.89
0.91,Secondary,15989,Asphalt,2017,77.96,19.84,1.14
15.65,Secondary,10330,Concrete,2002,81.34,18.52,1.07
55.11,Secondary,11308,Concrete,2018,53.95,16.4,0.61
26.92,Primary,18564,Asphalt,2020,78.25,18.65,1.1
40.77,Tertiary,3855,Asphalt,2018,85.64,17.92,0.94
18.39,Secondary,6942,Asphalt,2017,78.88,20.35,1.12
84.22,Primary,22865,Concrete,2018,62.68,15.56,0.81
40.32,Secondary,13445,Asphalt,2018,92.76,17.47,1.21
71.63,Primary,16538,Concrete,2022,44.64,12.65,0.47
12.3,Secondary,8081,Asphalt,2019,79.91,18.91,1.21
92.23,Secondary,10388,Concrete,2021,55.68,10.95,0.21
51.3,Tertiary,2974,Concrete,2021,52.41,16.58,0.75
95.42,Primary,7473,Concrete,2024,44.07,12.79,1.27
80.46,Tertiary,1600,Concrete,2020,48.53,11.59,0.93
69.1,Tertiary,-330,Concrete,2017,64.38,14.61,0.71
27.11,Primary,48048,Asphalt,2011,98.75,21.86,0.84
93.58,Secondary,16384,Concrete,2021,59.6,15.1,0.86
63.31,Primary,23862,Asphalt,2025,51.74,13.31,0.95
79.07,Tertiary,1058,Asphalt,2024,46.62,12.2,0.66
81.41,Tertiary,1650,Concrete,2022,64.34,12.77,0.83
16.09,Secondary,27361,Asphalt,2015,82.45,19.44,0.93
55.13,Tertiary,669,Asphalt,2010,77.87,19.61,0.95
90.22,Secondary,7592,Concrete,2022,56.78,14.57,0.79
95.51,Tertiary,1785,Concrete,2017,33.24,13.42,0.48
25.19,Tertiary,4048,Asphalt,2021,88.07,20.64,1.05
9.22,Tertiary,3449,Asphalt,2020,92.26,18.51,0.77
13.65,Secondary,8540,Asphalt,2020,74.39,18.02,0.8
13.87,Tertiary,3544,Asphalt,2019,80.33,19.29,0.66
77.14,Secondary,9422,Concrete,2021,59.17,15.2,0.5
21.41,Secondary,8696,Asphalt,2017,88.01,19.32,1
71.86,Tertiary,1229,Concrete,2020,60.65,15.01,0.72
38.07,Secondary,17595,Asphalt,2018,77.34,19.68,0.99
22.32,Tertiary,3176,Asphalt,2020,76.89,19.44,0.9
42.29,Tertiary,2442,Asphalt,2019,74.5,21.1,1.09
38.81,Tertiary,1357,Asphalt,2020,74.07,19.76,1.18
64.25,Tertiary,3318,Asphalt,2020,70.22,19.16,0.59
31.56,Tertiary,4532,Asphalt,2019,100.89,19.73,1.07
83.8,Secondary,19681,Asphalt,2024,63.14,14.85,0.97
50.61,Secondary,13731,Asphalt,2021,83.4,19.22,0.92
95.01,Primary,26984,Asphalt,2024,51.25,14.15,0.53
27.25,Primary,12491,Asphalt,2020,89.32,19.68,0.91
100,Secondary,9475,Concrete,2015,65.4,15.13,1.25
58.09,Tertiary,1663,Concrete,2019,28,13.42,0.5
34.31,Tertiary,1514,Asphalt,2020,82.61,19.07,0.85
86.6,Primary,25028,Concrete,2021,59.39,16.6,0.61
95.99,Secondary,11634,Concrete,2021,66.43,13.1,0.9
37.25,Tertiary,4060,Concrete,2009,74.9,18.98,1.4
61.83,Primary,32551,Concrete,2020,40.34,13.97,1.11
